timestamp,value
2014-01-31T16:01:23-08:00,74.223869
2014-01-31T16:07:11-08:00,74.226105
2014-01-31T16:12:38-08:00,74.224243
2014-01-31T16:18:13-08:00,74.224243
2014-01-31T16:23:40-08:00,74.224243
2014-01-31T16:29:28-08:00,74.226105
2014-01-31T16:35:20-08:00,74.224991
2014-01-31T16:40:57-08:00,74.223869
2014-01-31T16:46:33-08:00,74.223495
2014-01-31T16:52:15-08:00,74.225357
2014-01-31T16:57:54-08:00,74.223495
2014-01-31T17:03:30-08:00,74.222755
2014-01-31T17:09:10-08:00,74.224991
2014-01-31T17:15:03-08:00,74.223122
2014-01-31T17:20:44-08:00,74.223495
2014-01-31T17:26:22-08:00,74.223495
2014-01-31T17:32:03-08:00,74.225357
2014-01-31T17:37:44-08:00,74.224617
2014-01-31T17:43:28-08:00,74.223495
2014-01-31T17:49:11-08:00,74.223495
2014-01-31T17:55:02-08:00,74.223869
2014-01-31T18:00:47-08:00,74.225357
2014-01-31T18:06:26-08:00,74.223495
2014-01-31T18:12:18-08:00,74.222382
2014-01-31T18:17:43-08:00,74.224243
2014-01-31T18:23:29-08:00,74.222755
2014-01-31T18:30:29-08:00,74.222382
2014-01-31T18:36:05-08:00,74.224243
2014-01-31T18:41:52-08:00,74.224243
2014-01-31T18:47:30-08:00,74.222008
2014-01-31T18:53:21-08:00,80.222755
2014-01-31T18:58:54-08:00,80.22126
2014-01-31T19:04:50-08:00,80.218658
2014-01-31T19:10:41-08:00,80.220146
2014-01-31T19:16:25-08:00,80.219398
2014-01-31T19:22:16-08:00,80.215675
2014-01-31T19:27:55-08:00,80.214935
2014-01-31T19:33:36-08:00,80.214188
2014-01-31T19:39:26-08:00,80.216423
2014-01-31T19:45:29-08:00,80.214188
2014-01-31T19:49:10-08:00,80.216049
2014-01-31T19:52:48-08:00,80.214561
2014-01-31T19:56:28-08:00,80.213448
2014-01-31T20:00:04-08:00,80.215309
2014-01-31T20:03:40-08:00,80.215675
2014-01-31T20:07:16-08:00,80.213074
2014-01-31T20:10:52-08:00,80.215309
2014-01-31T20:15:54-08:00,80.214561
2014-01-31T20:21:48-08:00,80.214188
2014-01-31T20:27:31-08:00,80.214188
2014-01-31T20:33:09-08:00,80.213821
2014-01-31T20:38:40-08:00,80.213074
2014-01-31T20:44:40-08:00,80.215309
2014-01-31T20:50:39-08:00,80.215309
2014-01-31T20:56:16-08:00,80.213821
2014-01-31T21:02:02-08:00,80.213821
2014-01-31T21:07:43-08:00,80.215309
2014-01-31T21:13:27-08:00,80.216049
2014-01-31T21:19:09-08:00,80.216049
2014-01-31T21:25:02-08:00,80.215309
2014-01-31T21:30:45-08:00,80.215309
2014-01-31T21:36:28-08:00,80.215675
2014-01-31T21:42:16-08:00,80.214561
2014-01-31T21:48:16-08:00,80.214561
2014-01-31T21:54:04-08:00,80.213821
2014-01-31T22:00:04-08:00,80.215675
2014-01-31T22:05:52-08:00,80.216049
2014-01-31T22:11:31-08:00,80.215675
2014-01-31T22:17:22-08:00,80.213821
2014-01-31T22:23:04-08:00,80.213074
2014-01-31T22:28:41-08:00,80.215675
2014-01-31T22:34:36-08:00,80.214188
2014-01-31T22:40:40-08:00,80.213448
2014-01-31T22:46:21-08:00,80.213074
2014-01-31T22:52:10-08:00,80.213448
2014-01-31T22:57:48-08:00,80.213074
2014-01-31T23:03:30-08:00,80.214188
2014-01-31T23:09:15-08:00,80.215309
2014-01-31T23:15:15-08:00,80.213448
2014-01-31T23:21:03-08:00,80.214935
2014-01-31T23:26:47-08:00,80.2127
2014-01-31T23:32:28-08:00,80.214188
2014-01-31T23:38:07-08:00,80.214188
2014-01-31T23:43:42-08:00,80.213074
2014-01-31T23:49:35-08:00,80.214188
2014-01-31T23:55:29-08:00,80.2127
2014-02-01T00:01:12-08:00,80.212334
2014-02-01T00:07:01-08:00,80.213074
2014-02-01T00:12:38-08:00,80.214561
2014-02-01T00:18:17-08:00,80.214935
2014-02-01T00:23:52-08:00,80.215309
2014-02-01T00:29:50-08:00,80.213821
2014-02-01T00:35:41-08:00,80.213074
2014-02-01T00:41:24-08:00,80.213074
2014-02-01T00:47:08-08:00,80.213448
2014-02-01T00:52:47-08:00,80.213821
2014-02-01T00:58:28-08:00,80.2127
2014-02-01T01:04:13-08:00,80.214561
2014-02-01T01:10:08-08:00,80.214935
2014-02-01T01:15:56-08:00,80.213448
2014-02-01T01:21:39-08:00,80.213448
2014-02-01T01:27:24-08:00,80.214188
2014-02-01T01:33:12-08:00,80.214561
2014-02-01T01:38:40-08:00,80.2127
2014-02-01T01:44:34-08:00,80.213074
2014-02-01T01:50:30-08:00,80.215675
2014-02-01T01:56:12-08:00,80.214188
2014-02-01T02:01:55-08:00,80.214561
2014-02-01T02:07:38-08:00,80.2127
2014-02-01T02:13:18-08:00,80.214935
2014-02-01T02:18:54-08:00,80.2127
2014-02-01T02:24:42-08:00,80.213448
2014-02-01T02:30:38-08:00,80.213074
2014-02-01T02:36:19-08:00,80.214188
2014-02-01T02:42:07-08:00,80.215675
2014-02-01T02:47:42-08:00,80.213074
2014-02-01T02:53:26-08:00,80.214561
2014-02-01T02:59:10-08:00,80.213074
2014-02-01T03:05:11-08:00,80.213821
2014-02-01T03:11:00-08:00,80.215309
2014-02-01T03:16:48-08:00,80.2127
2014-02-01T03:22:34-08:00,80.2127
2014-02-01T03:28:18-08:00,80.216049
2014-02-01T03:34:03-08:00,80.215675
2014-02-01T03:40:02-08:00,80.215309
2014-02-01T03:45:53-08:00,80.215309
2014-02-01T03:51:43-08:00,80.214935
2014-02-01T03:57:38-08:00,80.214561
2014-02-01T04:03:23-08:00,80.213074
2014-02-01T04:09:10-08:00,80.213074
2014-02-01T04:15:09-08:00,80.214935
2014-02-01T04:20:54-08:00,80.216049
2014-02-01T04:26:35-08:00,80.214188
2014-02-01T04:32:30-08:00,80.215309
2014-02-01T04:38:12-08:00,80.213074
2014-02-01T04:43:48-08:00,80.215309
2014-02-01T04:49:47-08:00,80.213821
2014-02-01T04:55:44-08:00,80.213074
2014-02-01T05:01:31-08:00,80.214561
2014-02-01T05:07:24-08:00,80.213074
2014-02-01T05:13:02-08:00,80.213448
2014-02-01T05:18:40-08:00,80.213074
2014-02-01T05:24:48-08:00,80.213821
2014-02-01T05:30:51-08:00,80.214935
2014-02-01T05:36:30-08:00,80.213448
2014-02-01T05:42:21-08:00,80.215309
2014-02-01T05:47:57-08:00,80.213821
2014-02-01T05:53:37-08:00,80.2127
2014-02-01T05:59:32-08:00,80.2127
2014-02-01T06:05:37-08:00,80.213074
2014-02-01T06:11:20-08:00,80.213821
2014-02-01T06:17:22-08:00,80.2127
2014-02-01T06:23:23-08:00,80.215675
2014-02-01T06:29:13-08:00,80.213448
2014-02-01T06:35:29-08:00,80.214935
2014-02-01T06:41:14-08:00,80.2127
2014-02-01T06:46:57-08:00,80.2127
2014-02-01T06:52:40-08:00,80.214935
2014-02-01T06:58:25-08:00,80.213821
2014-02-01T07:03:58-08:00,80.213074
2014-02-01T07:09:47-08:00,80.213448
2014-02-01T07:15:38-08:00,80.213074
2014-02-01T07:21:23-08:00,80.215675
2014-02-01T07:27:10-08:00,80.213074
2014-02-01T07:32:49-08:00,80.213074
2014-02-01T07:38:31-08:00,80.213448
2014-02-01T07:44:13-08:00,80.213448
2014-02-01T07:50:09-08:00,80.213074
2014-02-01T07:55:52-08:00,80.213821
2014-02-01T08:01:29-08:00,80.215309
2014-02-01T08:07:29-08:00,80.213074
2014-02-01T08:13:00-08:00,80.216423
2014-02-01T08:18:36-08:00,80.217537
2014-02-01T08:24:26-08:00,80.216797
2014-02-01T08:30:23-08:00,80.215675
2014-02-01T08:36:03-08:00,80.216797
2014-02-01T08:41:39-08:00,80.217537
2014-02-01T08:47:26-08:00,80.216423
2014-02-01T08:52:54-08:00,80.216797
2014-02-01T08:58:36-08:00,80.216049
2014-02-01T09:04:20-08:00,80.215675
2014-02-01T09:10:14-08:00,80.217537
2014-02-01T09:15:53-08:00,80.215309
2014-02-01T09:21:29-08:00,80.216797
2014-02-01T09:27:16-08:00,80.215309
2014-02-01T09:32:54-08:00,80.217537
2014-02-01T09:38:29-08:00,80.217911
2014-02-01T09:44:08-08:00,80.216049
2014-02-01T09:50:02-08:00,80.218658
2014-02-01T09:55:49-08:00,80.216049
2014-02-01T10:01:25-08:00,80.215675
2014-02-01T10:07:15-08:00,80.216797
2014-02-01T10:12:48-08:00,80.216423
2014-02-01T10:18:27-08:00,80.216049
2014-02-01T10:24:07-08:00,80.216423
2014-02-01T10:29:54-08:00,80.217171
2014-02-01T10:35:40-08:00,80.216423
2014-02-01T10:41:19-08:00,80.216423
2014-02-01T10:47:04-08:00,80.216049
2014-02-01T10:52:40-08:00,80.215675
2014-02-01T10:58:21-08:00,80.215309
2014-02-01T11:03:54-08:00,80.216049
2014-02-01T11:09:48-08:00,80.215309
2014-02-01T11:15:35-08:00,80.215309
2014-02-01T11:21:10-08:00,80.213821
2014-02-01T11:26:51-08:00,80.216049
2014-02-01T11:32:32-08:00,80.216049
2014-02-01T11:38:12-08:00,80.215309
2014-02-01T11:43:46-08:00,80.213821
2014-02-01T11:49:43-08:00,80.216423
2014-02-01T11:55:36-08:00,80.214935
2014-02-01T12:01:15-08:00,80.216049
2014-02-01T12:07:02-08:00,80.214935
2014-02-01T12:12:35-08:00,80.215675
2014-02-01T12:18:09-08:00,80.217171
2014-02-01T12:23:45-08:00,80.214561
2014-02-01T12:29:35-08:00,80.214561
2014-02-01T12:35:30-08:00,80.216797
2014-02-01T12:41:11-08:00,80.217537
2014-02-01T12:46:49-08:00,80.214561
2014-02-01T12:52:34-08:00,80.216797
2014-02-01T12:57:59-08:00,80.214188
2014-02-01T13:03:35-08:00,80.216423
2014-02-01T13:09:22-08:00,80.214935
2014-02-01T13:15:30-08:00,80.214188
2014-02-01T13:21:19-08:00,80.214935
2014-02-01T13:27:19-08:00,80.213821
2014-02-01T13:33:10-08:00,80.216423
2014-02-01T13:38:57-08:00,80.216049
2014-02-01T13:45:07-08:00,80.213821
2014-02-01T13:51:01-08:00,80.216049
2014-02-01T13:56:59-08:00,80.214188
2014-02-01T14:02:55-08:00,80.216049
2014-02-01T14:08:49-08:00,80.216423
2014-02-01T14:15:10-08:00,80.216423
2014-02-01T14:21:10-08:00,80.213821
2014-02-01T14:27:09-08:00,80.215309
2014-02-01T14:32:58-08:00,80.214935
2014-02-01T14:38:49-08:00,80.215309
2014-02-01T14:45:01-08:00,80.216797
2014-02-01T14:51:09-08:00,80.215675
2014-02-01T14:57:15-08:00,80.214561
2014-02-01T15:03:17-08:00,80.217537
2014-02-01T15:09:21-08:00,80.217171
2014-02-01T15:15:38-08:00,80.214561
2014-02-01T15:22:49-08:00,80.214935
2014-02-01T15:31:19-08:00,80.214935
2014-02-01T15:43:04-08:00,80.214935
2014-02-01T15:52:08-08:00,80.214561
2014-02-01T16:07:56-08:00,80.214561
2014-02-01T16:21:48-08:00,80.214561
2014-02-01T16:24:46-08:00,80.213821
2014-02-01T16:27:19-08:00,80.214935
2014-02-01T16:29:59-08:00,80.216049
2014-02-01T16:32:33-08:00,80.214935
2014-02-01T16:35:15-08:00,80.214935
2014-02-01T16:37:49-08:00,80.216423
2014-02-01T16:40:32-08:00,80.214188
2014-02-01T16:43:18-08:00,80.216423
2014-02-01T16:46:00-08:00,80.214561
2014-02-01T16:48:51-08:00,80.216049
2014-02-01T16:51:44-08:00,80.214188
2014-02-01T16:54:29-08:00,80.213821
2014-02-01T16:57:06-08:00,80.216049
2014-02-01T16:59:48-08:00,80.216049
2014-02-01T17:02:22-08:00,80.216797
2014-02-01T17:05:04-08:00,80.216049
2014-02-01T17:07:34-08:00,80.216049
2014-02-01T17:10:19-08:00,80.213821
2014-02-01T17:12:55-08:00,80.214188
2014-02-01T17:15:36-08:00,80.214188
2014-02-01T17:18:24-08:00,80.213821
2014-02-01T17:21:09-08:00,80.215309
2014-02-01T17:24:02-08:00,80.216423
2014-02-01T17:26:54-08:00,80.215675
2014-02-01T17:29:38-08:00,80.213821
2014-02-01T17:32:11-08:00,80.214561
2014-02-01T17:34:52-08:00,80.213821
2014-02-01T17:37:24-08:00,80.214188
2014-02-01T17:40:03-08:00,80.216049
2014-02-01T17:42:35-08:00,80.213448
2014-02-01T17:45:18-08:00,80.216049
2014-02-01T17:47:55-08:00,80.213821
2014-02-01T17:50:34-08:00,80.215309
2014-02-01T17:53:19-08:00,80.214188
2014-02-01T17:56:00-08:00,80.215309
2014-02-01T17:58:51-08:00,80.213074
2014-02-01T18:01:46-08:00,80.213074
2014-02-01T18:04:30-08:00,80.215309
2014-02-01T18:07:07-08:00,80.213448
2014-02-01T18:09:46-08:00,80.216049
2014-02-01T18:12:19-08:00,80.213448
2014-02-01T18:14:59-08:00,80.215309
2014-02-01T18:17:31-08:00,80.213821
2014-02-01T18:20:14-08:00,80.213448
2014-02-01T18:22:46-08:00,80.214188
2014-02-01T18:25:31-08:00,80.214561
2014-02-01T18:28:20-08:00,80.214561
2014-02-01T18:31:02-08:00,80.213448
2014-02-01T18:33:54-08:00,80.213448
2014-02-01T18:36:46-08:00,80.213821
2014-02-01T18:39:29-08:00,80.213821
2014-02-01T18:42:03-08:00,80.214935
2014-02-01T18:44:45-08:00,80.214188
2014-02-01T18:47:19-08:00,80.213821
2014-02-01T18:49:58-08:00,80.213448
2014-02-01T18:52:29-08:00,80.213448
2014-02-01T18:55:11-08:00,80.213448
2014-02-01T18:57:42-08:00,80.213821
2014-02-01T19:00:26-08:00,80.215675
2014-02-01T19:03:10-08:00,80.214935
2014-02-01T19:05:46-08:00,80.213821
2014-02-01T19:08:34-08:00,80.214561
2014-02-01T19:11:28-08:00,80.214935
2014-02-01T19:14:12-08:00,80.214561
2014-02-01T19:16:58-08:00,80.215675
2014-02-01T19:19:41-08:00,80.216423
2014-02-01T19:22:15-08:00,80.216049
2014-02-01T19:24:55-08:00,80.216049
2014-02-01T19:27:26-08:00,80.216049
2014-02-01T19:30:07-08:00,80.214188
2014-02-01T19:32:37-08:00,80.213821
2014-02-01T19:35:20-08:00,80.215309
2014-02-01T19:38:02-08:00,80.213821
2014-02-01T19:40:38-08:00,80.216049
2014-02-01T19:43:27-08:00,80.216049
2014-02-01T19:46:16-08:00,80.213448
2014-02-01T19:49:06-08:00,80.214188
2014-02-01T19:51:55-08:00,80.214188
2014-02-01T19:54:39-08:00,80.216049
2014-02-01T19:57:14-08:00,80.216049
2014-02-01T19:59:53-08:00,80.216423
2014-02-01T20:02:26-08:00,80.214935
2014-02-01T20:05:06-08:00,80.213821
2014-02-01T20:07:37-08:00,80.216797
2014-02-01T20:10:19-08:00,80.214561
2014-02-01T20:12:52-08:00,80.214935
